global-power-costs,2013-power
27752.99999999333,1.0
27796.49999999328,1.0
27839.99999999323,1.0
27883.49999999318,1.0
27926.999999993128,1.0
27970.499999993077,1.0
28013.999999993026,1.0
28057.499999992975,1.0
28100.999999992924,1.0
28144.499999992873,1.0
28187.999999992822,1.0
28231.49999999277,1.0
28274.99999999272,1.0
28318.49999999267,1.0
28361.99999999262,1.0
28405.499999992568,1.0
28448.999999992517,1.0
28492.499999992466,1.0
28535.999999992415,1.0
28579.499999992364,1.0
28622.999999992313,1.0
28666.499999992262,1.0
28709.99999999221,1.0
28753.49999999216,1.0
28796.99999999211,1.0
28840.49999999206,1.0
28883.999999992007,1.0
28927.499999991956,1.0
28970.999999991905,1.0
29014.499999991855,1.0
29057.999999991804,1.0
29101.499999991753,1.0
29144.9999999917,1.0
29188.49999999165,1.0
29231.9999999916,1.0
29275.49999999155,1.0
29318.999999991498,1.0
29362.499999991447,1.0
29405.999999991396,1.0
29449.499999991345,1.0
29492.999999991294,1.0
29536.499999991243,1.0
29579.999999991192,1.0
29623.49999999114,1.0
29666.99999999109,1.0
29710.49999999104,1.0
29753.99999999099,1.0
29797.499999990938,1.0
29840.999999990887,1.0
29884.499999990836,1.0
29927.999999990785,1.0
29971.499999990734,1.0
30014.999999990683,1.0
30058.499999990632,1.0
30101.99999999058,1.0
30145.49999999053,1.0
30188.99999999048,1.0
30232.49999999043,1.0
30275.999999990378,1.0
30319.499999990327,1.0
30362.999999990276,1.0
30406.499999990225,1.0
30449.999999990174,1.0
30493.499999990123,1.0
30536.999999990072,1.0
30580.49999999002,1.0
30623.99999998997,1.0
30667.49999998992,1.0
30710.99999998987,1.0
30754.499999989817,1.0
30797.999999989766,1.0
30841.499999989715,1.0
30884.999999989665,1.0
30928.499999989614,1.0
30971.999999989563,1.0
31015.49999998951,1.0
31058.99999998946,1.0
31102.49999998941,1.0
31145.99999998936,1.0
31189.499999989308,1.0
31232.999999989257,1.0
31276.499999989206,1.0
31319.999999989155,1.0
31363.499999989104,1.0
31406.999999989053,1.0
31450.499999989002,1.0
31493.99999998895,1.0
31537.4999999889,1.0
31580.99999998885,1.0
31624.4999999888,1.0
31667.999999988748,1.0
31711.499999988697,1.0
31754.999999988646,1.0
31798.499999988595,1.0
31841.999999988544,1.0
31885.499999988493,1.0
31928.999999988442,1.0
31972.49999998839,1.0
32015.99999998834,1.0
32059.49999998829,1.0
32102.99999998824,1.0
32146.499999988187,1.0
32189.999999988137,1.0
32233.499999988086,1.0
32276.999999988035,1.0
32320.499999987984,1.0
32363.999999987933,1.0
32407.499999987882,1.0
32450.99999998783,1.0
32494.49999998778,1.0
32537.99999998773,1.0
32581.499999987678,1.0
32624.999999987627,1.0
32668.499999987576,1.0
32711.999999987525,1.0
32755.499999987474,1.0
32798.99999998755,1.0
32842.49999998768,1.0
32885.99999998781,1.0
32929.499999987944,1.0
32972.999999988075,1.0
33016.499999988206,1.0
33059.99999998834,1.0
33103.49999998847,1.0
33146.9999999886,1.0
33190.49999998873,1.0
33233.99999998886,1.0
33277.49999998899,1.0
33320.99999998912,1.0
33364.49999998925,1.0
33407.999999989384,1.0
33451.499999989515,1.0
33494.999999989646,1.0
33538.49999998978,1.0
33581.99999998991,1.0
33625.49999999004,1.0
33668.99999999017,1.0
33712.4999999903,1.0
33755.99999999043,1.0
33799.49999999056,1.0
33842.999999990694,1.0
33886.499999990825,1.0
33929.999999990956,1.0
33973.49999999109,1.0
34016.99999999122,1.0
34060.49999999135,1.0
34103.99999999148,1.0
34147.49999999161,1.0
34190.99999999174,1.0
34234.49999999187,1.0
34277.999999992004,1.0
34321.499999992135,1.0
34364.999999992266,1.0
34408.4999999924,1.0
34451.99999999253,1.0
34495.49999999266,1.0
34538.99999999279,1.0
34582.49999999292,1.0
34625.99999999305,1.0
34669.49999999318,1.0
34712.99999999331,1.0
34756.499999993444,1.0
34799.999999993575,1.0
34843.499999993706,1.0
34886.99999999384,1.0
34930.49999999397,1.0
34973.9999999941,1.0
35017.49999999423,1.0
35060.99999999436,1.0
35104.49999999449,1.0
35147.99999999462,1.0
35191.499999994754,1.0
35234.999999994885,1.0
35278.499999995016,1.0
35321.99999999515,1.0
35365.49999999528,1.0
35408.99999999541,1.0
35452.49999999554,1.0
35495.99999999567,1.0
35539.4999999958,1.0
35582.99999999593,1.0
35626.499999996064,1.0
35669.999999996195,1.0
35713.499999996326,1.0
35756.99999999646,1.0
35800.49999999659,1.0
35843.99999999672,1.0
35887.49999999685,1.0
35930.99999999698,1.0
35974.49999999711,1.0
36017.99999999724,1.0
36061.49999999737,1.0
36104.999999997504,1.0
36148.499999997635,1.0
36191.999999997766,1.0
36235.4999999979,1.0
36278.99999999803,1.0
36322.49999999816,1.0
36365.99999999829,1.0
36409.49999999842,1.0
36452.99999999855,1.0
36496.49999999868,1.0
36539.999999998814,1.0
36583.499999998945,1.0
36626.999999999076,1.0
36670.49999999921,1.0
36713.99999999934,1.0
36757.49999999947,1.0
36800.9999999996,1.0
36844.49999999973,1.0
36887.99999999986,1.0
36931.49999999999,1.0
36975.000000000124,1.0
37018.500000000255,1.0
37062.000000000386,1.0
37105.50000000052,1.0
37149.00000000065,1.0
37192.50000000078,1.0
37236.00000000091,1.0
37279.50000000104,1.0
37323.00000000117,1.0
37366.5000000013,1.0
37410.00000000143,1.0
37453.500000001564,1.0
37497.000000001695,1.0
37540.500000001826,1.0
37584.00000000196,1.0
37627.50000000209,1.0
37671.00000000222,1.0
37714.50000000235,1.0
37758.00000000248,1.0
37801.50000000261,1.0
37845.00000000274,1.0
37888.500000002874,1.0
37932.000000003005,1.0
37975.500000003136,1.0
38019.00000000327,1.0
38062.5000000034,1.0
38106.00000000353,1.0
38149.50000000366,1.0
38193.00000000379,1.0
38236.50000000392,1.0
38280.00000000405,1.0
38323.500000004184,1.0
38367.000000004315,1.0
38410.500000004446,1.0
38454.00000000458,1.0
38497.50000000471,1.0
38541.00000000484,1.0
38584.50000000497,1.0
38628.0000000051,1.0
38671.50000000523,1.0
38715.00000000536,1.0
38758.50000000549,1.0
38802.000000005624,1.0
38845.500000005755,1.0
38889.000000005886,1.0
38932.50000000602,1.0
38976.00000000615,1.0
39019.50000000628,1.0
39063.00000000641,1.0
39106.50000000654,1.0
39150.00000000667,1.0
39193.5000000068,1.0
39237.000000006934,1.0
39280.500000007065,1.0
39324.000000007196,1.0
39367.50000000733,1.0
39411.00000000746,1.0
39454.50000000759,1.0
39498.00000000772,1.0
39541.50000000785,1.0
39585.00000000798,1.0
39628.50000000811,1.0
39672.000000008244,1.0
39715.500000008375,1.0
39759.000000008506,1.0
39802.50000000864,1.0
39846.00000000877,1.0
39889.5000000089,1.0
39933.00000000903,1.0
39976.50000000916,1.0
40020.00000000929,1.0
40063.50000000942,1.0
40107.00000000955,1.0
40150.500000009684,1.0
40194.000000009815,1.0
40237.500000009946,1.0
40281.00000001008,1.0
40324.50000001021,1.0
40368.00000001034,1.0
40411.50000001047,1.0
40455.0000000106,1.0
40498.50000001073,1.0
40542.00000001086,1.0
40585.500000010994,1.0
40629.000000011125,1.0
40672.500000011256,1.0
40716.00000001139,1.0
40759.50000001152,1.0
40803.00000001165,1.0
40846.50000001178,1.0
40890.00000001191,1.0
40933.50000001204,1.0
40977.00000001217,1.0
41020.500000012304,1.0
41064.000000012435,1.0
41107.500000012566,1.0
41151.0000000127,1.0
41194.50000001283,1.0
41238.00000001296,1.0
41281.50000001309,1.0
41325.00000001322,1.0
41368.50000001335,1.0
41412.00000001348,1.0
41455.50000001361,1.0
41499.000000013744,1.0
41542.500000013875,1.0
41586.000000014006,1.0
41629.50000001414,1.0
41673.00000001427,1.0
41716.5000000144,1.0
41760.00000001453,1.0
41803.50000001466,1.0
41847.00000001479,1.0
41890.50000001492,1.0
41934.000000015054,1.0
41977.500000015185,1.0
42021.000000015316,1.0
42064.50000001545,1.0
42108.00000001558,1.0
42151.50000001571,1.0
42195.00000001584,1.0
42238.50000001597,1.0
42282.0000000161,1.0
42325.50000001623,1.0
42369.00000001636,1.0
42412.500000016495,1.0
42456.000000016626,1.0
42499.50000001676,1.0
42543.00000001689,1.0
42586.50000001702,1.0
42630.00000001715,1.0
42673.50000001728,1.0
42717.00000001741,1.0
42760.50000001754,1.0
42804.00000001767,1.0
42847.500000017804,1.0
42891.000000017935,1.0
42934.500000018066,1.0
42978.0000000182,1.0
43021.50000001833,1.0
43065.00000001846,1.0
43108.50000001859,1.0
43152.00000001872,1.0
43195.50000001885,1.0
43239.00000001898,1.0
43282.500000019114,1.0
43326.000000019245,1.0
43369.500000019376,1.0
43413.00000001951,1.0
43456.50000001964,1.0
43500.00000001977,1.0
43543.5000000199,1.0
43587.00000002003,1.0
43630.50000002016,1.0
43674.00000002029,1.0
43717.50000002042,1.0
43761.000000020555,1.0
43804.500000020686,1.0
43848.00000002082,1.0
43891.50000002095,1.0
43935.00000002108,1.0
43978.50000002121,1.0
44022.00000002134,1.0
44065.50000002147,1.0
44109.0000000216,1.0
44152.50000002173,1.0
44196.000000021864,1.0
44239.500000021995,1.0
44283.000000022126,1.0
44326.50000002226,1.0
44370.00000002239,1.0
44413.50000002252,1.0
44457.00000002265,1.0
44500.50000002278,1.0
44544.00000002291,1.0
44587.50000002304,1.0
44631.000000023174,1.0
44674.500000023305,1.0
44718.000000023436,1.0
44761.50000002357,1.0
44805.0000000237,1.0
44848.50000002383,1.0
44892.00000002396,1.0
44935.50000002409,1.0
44979.00000002422,1.0
45022.50000002435,1.0
45066.00000002448,1.0
45109.500000024615,1.0
45153.000000024746,1.0
45196.50000002488,1.0
45240.00000002501,1.0
45283.50000002514,1.0
45327.00000002527,1.0
